Devices,,,,
1000,,,,
,,1412755 - Force,,
Frame,Sub Frame,Fx,Fy,Fz
,,N,N,N
1401,2,-8.83237E-23,-1.86617E-22,-1.89292E-22
1401,3,-6.38742E-23,-1.32238E-22,-1.08671E-22
1402,0,-3.66031E-23,-7.42224E-23,-4.61249E-23
1402,1,-1.54882E-23,-3.02825E-23,-7.85605E-24
1402,2,-2.59133E-24,-3.96738E-24,1.00896E-23
1402,3,3.44139E-24,7.98743E-24,1.4806E-23
1403,0,5.01357E-24,1.07893E-23,1.27815E-23
1403,1,4.31773E-24,9.05126E-24,8.51118E-24
1403,2,2.87024E-24,5.90127E-24,4.45839E-24
1403,3,1.50044E-24,3.01298E-24,1.584E-24
1404,0,5.30662E-25,1.00863E-24,-3.08309E-26
1404,1,-1.31507E-26,-9.16499E-26,-6.90778E-25
1404,2,-2.34652E-25,-5.2234E-25,-7.78356E-25
1404,3,-2.63294E-25,-5.60286E-25,-6.05565E-25
1405,0,-2.04437E-25,-4.2552E-25,-3.71436E-25
1405,1,-1.25179E-25,-2.55478E-25,-1.74801E-25
1405,2,-5.87645E-26,-1.16504E-25,-4.64887E-26
1405,3,-1.55002E-26,-2.77078E-26,1.90925E-26
1406,0,6.56553E-27,1.64776E-26,4.1103E-26
1406,1,1.39332E-26,3.03366E-26,3.91727E-26
1406,2,1.32402E-26,2.79245E-26,2.78539E-26
1406,3,9.3977E-27,1.94271E-26,1.56898E-26
1407,0,5.28386E-27,1.06936E-26,6.44259E-27
1407,1,2.16252E-27,4.20778E-27,8.85834E-28
1407,2,2.90128E-28,3.9393E-28,-1.65149E-27
1407,3,-5.62598E-28,-1.28998E-27,-2.25786E-27
1408,0,-7.64382E-28,-1.64023E-27,-1.90223E-27
1408,1,-6.42609E-28,-1.34447E-27,-1.24382E-27
1408,2,-4.19643E-28,-8.60798E-28,-6.36732E-28
1408,3,-2.14663E-28,-4.29353E-28,-2.13807E-28
1409,0,-7.21433E-29,-1.35695E-28,1.91436E-29
1409,1,6.29817E-30,2.14552E-29,1.10125E-28
1409,2,3.72014E-29,7.89209E-29,1.16176E-28
1409,3,4.01513E-29,7.84737E-29,8.25471E-29
1410,0,3.06852E-29,5.31768E-29,3.76946E-29
1410,1,1.84243E-29,2.45821E-29,-3.33213E-30
1410,2,7.88519E-30,5.26057E-30,-3.23874E-29
1410,3,2.23555E-31,2.69076E-30,-4.17879E-29
1411,0,-5.03016E-30,2.19746E-29,-1.99185E-29
1411,1,-8.59427E-30,6.58405E-29,4.93944E-29
1411,2,-1.04576E-29,1.31045E-28,1.81661E-28
1411,3,-9.25939E-30,2.01009E-28,3.78297E-28
1412,0,-2.08293E-30,2.35901E-28,6.03448E-28
1412,1,1.50813E-29,1.63911E-28,7.52839E-28
1412,2,4.57354E-29,-1.18574E-28,6.23627E-28
1412,3,8.95775E-29,-7.25386E-28,-9.39658E-29
1413,0,1.37185E-28,-1.72143E-27,-1.76713E-27
1413,1,1.63196E-28,-3.01127E-27,-4.66342E-27
1413,2,1.20219E-28,-4.17384E-27,-8.6358E-27
1413,3,-6.15673E-29,-4.27433E-27,-1.26307E-26
1414,0,-4.60841E-28,-1.74302E-27,-1.40874E-26
1414,1,-1.1266E-27,5.50539E-27,-8.46502E-27
1414,2,-2.00429E-27,1.9449E-26,1.06156E-26
1414,3,-2.82455E-27,4.05228E-26,4.98362E-26
1415,0,-2.97369E-27,6.51508E-26,1.12273E-25
1415,1,-1.40421E-27,8.23847E-26,1.90295E-25
1415,2,3.29987E-27,7.05653E-26,2.55341E-25
1415,3,1.25262E-26,-3.7933E-27,2.46819E-25
1416,0,2.6693E-26,-1.81026E-25,6.60426E-26
1416,1,4.3605E-26,-4.91841E-25,-4.13681E-25
1416,2,5.61754E-26,-9.23756E-25,-1.3045E-24
1416,3,5.00959E-26,-1.36801E-24,-2.61065E-24
1417,0,2.89246E-27,-1.55378E-24,-4.0728E-24
1417,1,-1.13056E-25,-9.94312E-25,-4.96302E-24
1417,2,-3.19884E-25,1.00298E-24,-3.89339E-24
1417,3,-6.12103E-25,5.1787E-24,1.21825E-24
1418,0,-9.21029E-25,1.19088E-23,1.27803E-23
1418,1,-1.06984E-24,2.0444E-23,3.24269E-23
1418,2,-7.35148E-25,2.78023E-23,5.88601E-23
1418,3,5.50772E-25,2.75409E-23,8.45387E-23
1419,0,3.30087E-24,9.03557E-24,9.1729E-23
1419,1,7.80451E-24,-4.15483E-23,4.95741E-23
1419,2,1.3623E-23,-1.36824E-22,-8.447E-23
1419,3,1.88426E-23,-2.78271E-22,-3.5358E-22
1420,0,1.92278E-23,-4.39495E-22,-7.7444E-22
1420,1,7.68008E-24,-5.43881E-22,-1.28889E-21
1420,2,-2.52104E-23,-4.43168E-22,-1.69562E-21
1420,3,-8.83319E-23,8.78249E-23,-1.5781E-21
1421,0,-1.83545E-22,1.31402E-21,-2.69924E-22
1421,1,-2.94517E-22,3.42445E-21,3.06657E-21
1421,2,-3.71554E-22,6.30207E-21,9.13934E-21
1421,3,-3.16587E-22,9.16615E-21,1.78834E-20
1422,0,2.1706E-23,1.01387E-20,2.74082E-20
1422,1,8.25135E-22,5.9092E-21,3.26382E-20
1422,2,2.23119E-21,-8.14688E-21,2.40951E-20
1422,3,4.18104E-21,-3.68275E-20,-1.21875E-20
1423,0,6.1796E-21,-8.22362E-20,-9.19581E-20
1423,1,6.99881E-21,-1.386E-19,-2.25052E-19
1423,2,4.43636E-21,-1.84859E-19,-4.00629E-19
1423,3,-4.63516E-21,-1.76678E-19,-5.64924E-19
1424,0,-2.35492E-20,-4.22442E-20,-5.9533E-19
1424,1,-5.39735E-20,3.10042E-19,-2.82448E-19
1424,2,-9.24685E-20,9.60162E-19,6.56965E-19
1424,3,-1.25484E-19,1.9081E-18,2.50078E-18
1425,0,-1.23833E-19,2.96055E-18,5.33355E-18
1425,1,-3.94755E-20,3.58254E-18,8.7178E-18
1425,2,1.90001E-19,2.7606E-18,1.12384E-17
1425,3,6.21243E-19,-1.01728E-18,1.00361E-17
1426,0,1.2602E-18,-9.48667E-18,6.17346E-19
1426,1,1.98645E-18,-2.3797E-17,-2.25446E-17
1426,2,2.45231E-18,-4.29353E-17,-6.38865E-17
1426,3,1.98659E-18,-6.13203E-17,-1.22331E-16
1427,0,-4.28131E-19,-6.59532E-17,-1.84177E-16
1427,1,-5.98567E-18,-3.43463E-17,-2.14105E-16
1427,2,-1.55314E-17,6.43249E-17,-1.47477E-16
1427,3,-2.85197E-17,2.61027E-16,1.09247E-16
1428,0,-4.13984E-17,5.66972E-16,6.58743E-16
1428,1,-4.56538E-17,9.38359E-16,1.55914E-15
1428,2,-2.63088E-17,1.22687E-15,2.72316E-15
1428,3,3.75144E-17,1.12785E-15,3.76883E-15
1429,0,1.67403E-16,1.56614E-16,3.84987E-15
1429,1,3.72647E-16,-2.29211E-15,1.5472E-15
1429,2,6.26796E-16,-6.72214E-15,-5.02154E-15
1429,3,8.34188E-16,-1.30651E-14,-1.76366E-14
1430,0,7.93993E-16,-1.99144E-14,-3.6676E-14
1430,1,1.81566E-16,-2.35422E-14,-5.88844E-14
1430,2,-1.41625E-15,-1.70304E-14,-7.43377E-14
1430,3,-4.3584E-15,9.75835E-15,-6.34379E-14
1431,0,-8.63982E-15,6.81628E-14,4.07292E-15
1431,1,-1.33791E-14,1.65066E-13,1.64576E-13
1431,2,-1.61492E-14,2.92115E-13,4.45638E-13
1431,3,-1.23628E-14,4.09562E-13,8.35637E-13
1432,0,4.81076E-15,4.27584E-13,1.23579E-12
1432,1,4.31901E-14,1.93639E-13,1.40078E-12
1432,2,1.07908E-13,-4.9738E-13,8.90409E-13
1432,3,1.94272E-13,-1.8445E-12,-9.20811E-13
1433,0,2.76901E-13,-3.90288E-12,-4.70019E-12
1433,1,2.96875E-13,-6.34422E-12,-1.07831E-11
1433,2,1.52477E-13,-8.12663E-12,-1.84848E-11
1433,3,-2.95431E-13,-7.15992E-12,-2.51003E-11
1434,0,-1.18611E-12,-1.77075E-13,-2.47976E-11
1434,1,-2.56875E-12,1.68125E-11,-7.97277E-12
1434,2,-4.24293E-12,4.69583E-11,3.78603E-11
1434,3,-5.53515E-12,8.93331E-11,1.24049E-10
1435,0,-5.06567E-12,1.3376E-10,2.51826E-10
1435,1,-6.43569E-13,1.54312E-10,3.97179E-10
1435,2,1.04605E-11,1.03832E-10,4.90674E-10
1435,3,3.05058E-11,-8.55421E-11,3.98172E-10
1436,0,5.91491E-11,-4.87667E-10,-8.37769E-11
1436,1,8.99815E-11,-1.14295E-09,-1.19408E-09
1436,2,1.06094E-10,-1.98474E-09,-3.10228E-09
1436,3,7.61772E-11,-2.73093E-09,-5.70029E-09
1437,0,-4.55569E-11,-2.76184E-09,-8.27921E-09
1437,1,-3.10173E-10,-1.04412E-09,-9.13829E-09
1437,2,-7.48343E-10,3.78451E-09,-5.28371E-09
1437,3,-1.32156E-09,1.29972E-08,7.46029E-09
1438,0,-1.84911E-09,2.68256E-08,3.34157E-08
1438,1,-1.92393E-09,4.28337E-08,7.4453E-08
1438,2,-8.56153E-10,5.37201E-08,1.25304E-07
1438,3,2.27987E-09,4.51645E-08,1.6687E-07
1439,0,8.37875E-09,-4.82197E-09,1.59022E-07
1439,1,1.76795E-08,-1.2249E-07,3.68518E-08
1439,2,2.8682E-08,-3.2735E-07,-2.82299E-07
1439,3,3.66562E-08,-6.09968E-07,-8.70348E-07
1440,0,3.21371E-08,-8.97079E-07,-1.72658E-06
1440,1,3.59824E-10,-1.00872E-06,-2.67521E-06
1440,2,-7.66664E-08,-6.23855E-07,-3.23149E-06
1440,3,-2.13052E-07,7.11071E-07,-2.47859E-06
1441,0,-4.04372E-07,3.47557E-06,9.49424E-07
1441,1,-6.04282E-07,7.90062E-06,8.61737E-06
1441,2,-6.95212E-07,1.34668E-05,2.15551E-05
1441,3,-4.6377E-07,1.81781E-05,3.88313E-05
1442,0,3.96512E-07,1.77662E-05,5.53799E-05
1442,1,2.21813E-06,5.24067E-06,5.94302E-05
1442,2,5.1807E-06,-2.84295E-05,3.06487E-05
1442,3,8.97781E-06,-9.13462E-05,-0.000058795
1443,0,1.23274E-05,-0.000184108,-0.000236787
1443,1,1.24217E-05,-0.000288791,-0.000513248
1443,2,4.58797E-06,-0.000354346,-0.000848252
1443,3,-1.73204E-05,-0.000282799,-0.00110731
1444,0,-5.90233E-05,7.36324E-05,-0.00101473
1444,1,-0.000121497,0.000887195,-0.000132443
1444,2,-0.00019362,0.00227747,0.00208563
1444,3,-0.000242255,0.00415914,0.00609227
1445,0,-0.000202566,0.00600714,0.0118209
1445,1,2.48084E-05,0.00657446,0.017993
1445,2,0.000558179,0.00367869,0.0212312
1445,3,0.00148487,-0.00570662,0.0152779
1446,0,0.00276064,-0.0246835,-0.0090239
1446,1,0.00405203,-0.0545237,-0.0618951
1446,2,0.00454308,-0.0912501,-0.149494
1446,3,0.00278136,-0.120783,-0.264165
1447,0,-0.00328107,-0.113764,-0.369839
1447,1,-0.0158021,-0.0229722,-0.385188
1447,2,-0.035805,0.211344,-0.172299
1447,3,-0.0609068,0.64043,0.453986
1448,0,-0.0820399,1.26173,1.67283
1448,1,-0.0798672,1.9443,3.53264
1448,2,-0.0227839,2.33198,5.73439
1448,3,0.12995,1.75541,7.33359
1449,0,0.414709,-0.777145,6.43879
1449,1,0.833714,-6.39295,0.0977403
1449,2,1.30521,-15.8151,-15.2894
1449,3,1.59756,-28.3208,-42.5512
1450,0,1.26725,-40.1622,-80.8168
1450,1,-0.0742942,-44.3432,-123.062
1450,2,-2.01043,-35.0199,-158.782
1450,3,-3.21128,-13.5867,-180.777
1451,0,-2.1986,11.1998,-189.115
1451,1,2.50702,29.0219,-189.928
1451,2,12.0608,33.3901,-192.15
1451,3,25.9614,23.9789,-204.062
1452,0,41.813,6.58208,-229.314
1452,1,56.2174,-9.37237,-264.324
1452,2,65.8665,-15.293,-300.326
1452,3,69.5088,-7.44477,-328.656
1453,0,68.678,11.7674,-345.079
1453,1,65.5395,35.9,-350.795
1453,2,60.9653,58.2877,-350.242
1453,3,54.7506,74.5697,-348
1454,0,46.6341,83.1024,-347.337
1454,1,37.0221,84.3366,-350.975
1454,2,27.0955,79.5944,-363.072
1454,3,18.5662,69.7318,-390.724
1455,0,13.329,54.5718,-443.441
1455,1,12.8667,33.0527,-530.296
1455,2,17.8508,3.70621,-655.494
1455,3,27.9707,-34.4479,-814.919
1456,0,41.4706,-80.8626,-998.18
1456,1,55.1655,-132.889,-1196.29
1456,2,65.6573,-186.47,-1407.77
1456,3,70.9252,-238.702,-1636.68
1457,0,71.0776,-290.364,-1884.63
1457,1,67.5933,-345.235,-2144.56
1457,2,61.9592,-406.503,-2401.68
1457,3,55.0373,-474.08,-2639.57
1458,0,46.9848,-545.104,-2845.51
1458,1,37.668,-616.012,-3012.35
1458,2,27.6376,-683.645,-3138.23
1458,3,18.3069,-745.088,-3225.58
1459,0,10.9293,-797.449,-3279.55
1459,1,5.96108,-838.103,-3306.25
1459,2,3.33509,-865.017,-3311.33
1459,3,2.76745,-876.885,-3299.25
1460,0,3.88592,-873.244,-3272.98
1460,1,6.35288,-854.635,-3234.25
1460,2,9.86265,-822.632,-3184.2
1460,3,14.0731,-779.664,-3124.07
1461,0,18.6196,-728.641,-3055.43
1461,1,23.1521,-672.358,-2980.09
1461,2,27.331,-612.918,-2899.79
1461,3,30.8337,-551.538,-2815.88
1462,0,33.4242,-488.759,-2729.08
1462,1,34.9861,-424.828,-2639.62
1462,2,35.4721,-360.119,-2547.44
1462,3,34.9079,-295.385,-2452.4
1463,0,33.4582,-231.729,-2354.35
1463,1,31.4174,-170.394,-2253.35
1463,2,29.1442,-112.476,-2149.79
1463,3,26.9885,-58.6952,-2044.56
1464,0,25.2066,-9.30659,-1939.06
1464,1,23.9264,35.8029,-1835.06
1464,2,23.1892,76.9167,-1734.66
1464,3,23.0114,114.333,-1640.01
1465,0,23.4151,148.303,-1553.09
1465,1,24.4091,179.031,-1475.28
1465,2,25.9507,206.696,-1407.16
1465,3,27.9366,231.49,-1348.51
1466,0,30.2283,253.62,-1298.4
1466,1,32.7083,273.234,-1255.47
1466,2,35.3339,290.363,-1218.27
1466,3,38.1207,304.922,-1185.66
1467,0,41.0515,316.757,-1157.02
1467,1,44.0021,325.727,-1132.23
1467,2,46.7626,331.802,-1111.5
1467,3,49.1361,335.149,-1095.21
1468,0,51.0147,336.13,-1083.74
1468,1,52.3419,335.241,-1077.22
1468,2,53.018,333.021,-1075.52
1468,3,52.8957,329.935,-1078.31
1469,0,51.857,326.274,-1085.14
1469,1,49.8641,322.096,-1095.51
1469,2,46.9711,317.255,-1108.85
1469,3,43.3172,311.473,-1124.64
1470,0,39.0891,304.433,-1142.47
1470,1,34.4776,295.878,-1162.06
1470,2,29.6558,285.694,-1183.17
1470,3,24.7923,273.93,-1205.66
1471,0,20.0852,260.764,-1229.53
1471,1,15.7835,246.45,-1254.89
1471,2,12.1574,231.274,-1281.79
1471,3,9.40602,215.482,-1310.05
1472,0,7.56102,199.247,-1339.36
1472,1,6.48143,182.658,-1369.5
1472,2,5.94173,165.718,-1400.3
1472,3,5.73164,148.379,-1431.61
1473,0,5.70262,130.604,-1463.09
1473,1,5.761,112.441,-1494.22
1473,2,5.84857,94.0409,-1524.34
1473,3,5.94055,75.6421,-1552.7
1474,0,6.05352,57.5201,-1578.64
1474,1,6.24256,39.9466,-1601.63
1474,2,6.58269,23.1682,-1621.33
1474,3,7.1445,7.41269,-1637.54
1475,0,7.97223,-7.09225,-1650.15
1475,1,9.07437,-20.12,-1659.12
1475,2,10.4349,-31.4682,-1664.48
1475,3,12.027,-40.9679,-1666.37
1476,0,13.8118,-48.4763,-1665.09
1476,1,15.7353,-53.8864,-1661.02
1476,2,17.7344,-57.1545,-1654.57
1476,3,19.7403,-58.3167,-1646.21
1477,0,21.6785,-57.4898,-1636.33
1477,1,23.4718,-54.8724,-1625.23
1477,2,25.0509,-50.7409,-1613.09
1477,3,26.3656,-45.4324,-1599.95
1478,0,27.3896,-39.3153,-1585.82
1478,1,28.1254,-32.7587,-1570.72
1478,2,28.6102,-26.1151,-1554.77
1478,3,28.9095,-19.7063,-1538.11
1479,0,29.0933,-13.7958,-1520.85
1479,1,29.2118,-8.56323,-1503.07
1479,2,29.2918,-4.09892,-1484.85
1479,3,29.3485,-0.418084,-1466.31
1480,0,29.3969,2.52135,-1447.62
1480,1,29.4498,4.80866,-1428.96
1480,2,29.509,6.56946,-1410.42
1480,3,29.5634,7.9463,-1392.12
1481,0,29.5995,9.07547,-1374.15
1481,1,29.6089,10.068,-1356.62
1481,2,29.5788,10.9991,-1339.5
1481,3,29.4835,11.909,-1322.69
1482,0,29.2913,12.814,-1306.03
1482,1,28.9818,13.7136,-1289.36
1482,2,28.5599,14.5927,-1272.54
1482,3,28.0526,15.428,-1255.45
1483,0,27.4864,16.1973,-1238
1483,1,26.8731,16.8873,-1220.16
1483,2,26.215,17.4978,-1201.88
1483,3,25.5084,18.0463,-1183.17
1484,0,24.744,18.5655,-1164.06
1484,1,23.9174,19.0905,-1144.61
1484,2,23.0349,19.6457,-1124.9
1484,3,22.1083,20.2436,-1105.09
1485,0,21.151,20.892,-1085.33
1485,1,20.1764,21.5961,-1065.72
1485,2,19.1997,22.3568,-1046.33
1485,3,18.2444,23.1669,-1027.18
1486,0,17.3379,24.01,-1008.28
1486,1,16.5004,24.8628,-989.556
1486,2,15.7408,25.6981,-970.931
1486,3,15.0557,26.4908,-952.384
1487,0,14.4331,27.224,-933.971
1487,1,13.86,27.8863,-915.772
1487,2,13.3283,28.4651,-897.841
1487,3,12.8294,28.9456,-880.201
1488,0,12.351,29.3199,-862.885
1488,1,11.8832,29.5934,-845.952
1488,2,11.4287,29.778,-829.458
1488,3,10.9968,29.8813,-813.424
1489,0,10.5908,29.8979,-797.857
1489,1,10.2034,29.8083,-782.768
1489,2,9.82184,29.5946,-768.165
1489,3,9.43114,29.2543,-754.027
1490,0,9.01734,28.7989,-740.289
1490,1,8.57247,28.242,-726.882
1490,2,8.09863,27.5895,-713.768
1490,3,7.60464,26.8428,-700.931
1491,0,7.09349,26.0083,-688.336
1491,1,6.5592,25.0981,-675.92
1491,2,5.99802,24.1249,-663.644
1491,3,5.4159,23.0999,-651.539
1492,0,4.82755,22.0347,-639.684
1492,1,4.25002,20.94,-628.152
1492,2,3.69307,19.826,-616.996
1492,3,3.15326,18.7045,-606.218
1493,0,2.61701,17.5862,-595.748
1493,1,2.07449,16.4753,-585.484
1493,2,1.53096,15.3708,-575.365
1493,3,1.00442,14.2714,-565.396
1494,0,0.519841,13.1784,-555.615
1494,1,0.102694,12.0972,-546.06
1494,2,-0.232458,11.0371,-536.763
1494,3,-0.489962,10.0071,-527.742
1495,0,-0.690297,9.01013,-518.999
1495,1,-0.857108,8.04213,-510.498
1495,2,-1.0054,7.09822,-502.16
1495,3,-1.14286,6.17978,-493.899
1496,0,-1.27162,5.29356,-485.658
1496,1,-1.38289,4.44668,-477.413
1496,2,-1.46416,3.64227,-469.168
1496,3,-1.5155,2.8772,-460.944
1497,0,-1.5505,2.14546,-452.788
1497,1,-1.58234,1.44177,-444.779
1497,2,-1.61402,0.761025,-437.001
1497,3,-1.64298,0.102785,-429.496
1498,0,-1.67224,-0.521651,-422.234
1498,1,-1.71098,-1.09546,-415.165
1498,2,-1.76408,-1.61106,-408.253
1498,3,-1.82686,-2.07338,-401.459
1499,0,-1.89029,-2.49104,-394.733
1499,1,-1.94723,-2.86932,-388.055
1499,2,-1.99509,-3.21088,-381.478
1499,3,-2.03647,-3.51995,-375.083
1500,0,-2.07625,-3.80152,-368.91
1500,1,-2.11593,-4.05665,-362.954
1500,2,-2.1562,-4.28147,-357.186
1500,3,-2.20528,-4.47219,-351.554
1501,0,-2.27356,-4.63181,-346.026
1501,1,-2.35894,-4.76992,-340.633
1501,2,-2.44537,-4.89565,-335.416
1501,3,-2.51628,-5.00922,-330.39
1502,0,-2.567,-5.10026,-325.56
1502,1,-2.60661,-5.15769,-320.922
1502,2,-2.64961,-5.17808,-316.433
1502,3,-2.70468,-5.1608,-312.036
1503,0,-2.76996,-5.10145,-307.702
1503,1,-2.83912,-4.99389,-303.466
1503,2,-2.91262,-4.83505,-299.429
1503,3,-3.00035,-4.62627,-295.7
1504,0,-3.11247,-4.37284,-292.308
1504,1,-3.24983,-4.08448,-289.173
1504,2,-3.40124,-3.77347,-286.173
1504,3,-3.55064,-3.44712,-283.238
1505,0,-3.68804,-3.10512,-280.36
1505,1,-3.81169,-2.74392,-277.554
1505,2,-3.92375,-2.35647,-274.827
1505,3,-4.02739,-1.93272,-272.194
1506,0,-4.12796,-1.46984,-269.702
1506,1,-4.23706,-0.977084,-267.406
1506,2,-4.37098,-0.469333,-265.314
1506,3,-4.53866,0.0372805,-263.39
1507,0,-4.73175,0.525952,-261.613
1507,1,-4.93309,0.981778,-259.998
1507,2,-5.13186,1.39818,-258.532
1507,3,-5.32658,1.78348,-257.158
1508,0,-5.51972,2.15639,-255.848
1508,1,-5.71092,2.52859,-254.661
1508,2,-5.8933,2.89237,-253.689
1508,3,-6.05861,3.22668,-252.981
1509,0,-6.20775,3.51272,-252.501
1509,1,-6.35359,3.74495,-252.136
1509,2,-6.51156,3.92916,-251.772
1509,3,-6.68958,4.06766,-251.358
1510,0,-6.88297,4.15134,-250.909
1510,1,-7.07647,4.1704,-250.468
1510,2,-7.25669,4.12364,-250.102
1510,3,-7.4214,4.01288,-249.911
1511,0,-7.57452,3.83818,-249.967
1511,1,-7.71985,3.60394,-250.274
1511,2,-7.86074,3.32112,-250.788
1511,3,-7.99789,3.00003,-251.464
1512,0,-8.12597,2.64825,-252.28
1512,1,-8.23511,2.27341,-253.216
1512,2,-8.31742,1.88165,-254.236
1512,3,-8.37542,1.47608,-255.313
1513,0,-8.4225,1.05801,-256.467
1513,1,-8.47369,0.627016,-257.772
1513,2,-8.53714,0.181521,-259.303
1513,3,-8.61116,-0.277308,-261.089
1514,0,-8.68701,-0.744484,-263.088
1514,1,-8.7541,-1.2169,-265.208
1514,2,-8.80166,-1.69764,-267.383
1514,3,-8.82268,-2.19246,-269.61
1515,0,-8.81913,-2.70214,-271.929
1515,1,-8.7994,-3.22016,-274.385
1515,2,-8.77367,-3.73927,-277.019
1515,3,-8.75245,-4.25657,-279.8
1516,0,-8.74253,-4.77093,-282.62
1516,1,-8.74328,-5.28033,-285.396
1516,2,-8.75263,-5.78296,-288.143
1516,3,-8.77559,-6.2806,-290.94
1517,0,-8.82093,-6.78074,-293.879
1517,1,-8.89027,-7.29242,-297.023
1517,2,-8.97594,-7.8196,-300.365
1517,3,-9.06748,-8.35903,-303.846
1518,0,-9.1565,-8.90469,-307.408
1518,1,-9.2376,-9.45073,-311.031
1518,2,-9.30908,-9.98736,-314.727
1518,3,-9.37541,-10.5024,-318.517
1519,0,-9.4481,-10.9905,-322.416
1519,1,-9.53913,-11.4567,-326.453
1519,2,-9.64954,-11.9097,-330.673
1519,3,-9.76758,-12.3568,-335.095
1520,0,-9.87843,-12.8012,-339.662
1520,1,-9.97143,-13.243,-344.292
1520,2,-10.0407,-13.6777,-348.968
1520,3,-10.0863,-14.0974,-353.74
1521,0,-10.1134,-14.4977,-358.663
1521,1,-10.1274,-14.8815,-363.768
1521,2,-10.1318,-15.2523,-369.05
1521,3,-10.1276,-15.6049,-374.462
1522,0,-10.114,-15.9288,-379.929
1522,1,-10.0892,-16.217,-385.397
1522,2,-10.052,-16.4666,-390.921
1522,3,-10.0036,-16.6804,-396.625
1523,0,-9.94892,-16.87,-402.592
1523,1,-9.89236,-17.0497,-408.795
1523,2,-9.83261,-17.2266,-415.133
1523,3,-9.76708,-17.4015,-421.516
1524,0,-9.69743,-17.5753,-427.93
1524,1,-9.62825,-17.7485,-434.424
1524,2,-9.5636,-17.9142,-441.035
1524,3,-9.50521,-18.0621,-447.731
1525,0,-9.45067,-18.1918,-454.444
1525,1,-9.39265,-18.3166,-461.115
1525,2,-9.32228,-18.4549,-467.692
1525,3,-9.23584,-18.6158,-474.131
1526,0,-9.13842,-18.7902,-480.43
1526,1,-9.03926,-18.9605,-486.64
1526,2,-8.94191,-19.1176,-492.853
1526,3,-8.84322,-19.2651,-499.171
1527,0,-8.74602,-19.4079,-505.647
1527,1,-8.66556,-19.5428,-512.235
1527,2,-8.61929,-19.6637,-518.82
1527,3,-8.61292,-19.7705,-525.325
1528,0,-8.63721,-19.8671,-531.737
1528,1,-8.67891,-19.9539,-538.071
1528,2,-8.73012,-20.0316,-544.319
1528,3,-8.78632,-20.1081,-550.453
1529,0,-8.84397,-20.1935,-556.45
1529,1,-8.90347,-20.2886,-562.313
1529,2,-8.97138,-20.383,-568.071
1529,3,-9.05643,-20.4637,-573.73
1530,0,-9.16439,-20.5232,-579.264
1530,1,-9.29454,-20.5636,-584.657
1530,2,-9.43539,-20.593,-589.914
1530,3,-9.5701,-20.6163,-595.01
1531,0,-9.69086,-20.6285,-599.909
1531,1,-9.80271,-20.6194,-604.625
1531,2,-9.91527,-20.5866,-609.188
1531,3,-10.0353,-20.5387,-613.58
1532,0,-10.1665,-20.4831,-617.753
1532,1,-10.313,-20.4177,-621.68
1532,2,-10.4791,-20.3414,-625.372
1532,3,-10.6638,-20.2621,-628.897
1533,0,-10.8569,-20.188,-632.364
1533,1,-11.0481,-20.1178,-635.865
1533,2,-11.2355,-20.0421,-639.396
1533,3,-11.417,-19.9488,-642.829
1534,0,-11.5838,-19.8252,-646.011
1534,1,-11.7311,-19.6619,-648.871
1534,2,-11.8667,-19.4599,-651.434
1534,3,-12.0023,-19.2302,-653.767
1535,0,-12.1429,-18.9816,-655.946
1535,1,-12.2872,-18.7097,-658.031
1535,2,-12.43,-18.4044,-660.048
1535,3,-12.5631,-18.068,-661.974
1536,0,-12.6766,-17.7139,-663.749
1536,1,-12.7647,-17.3558,-665.344
1536,2,-12.8295,-17.0014,-666.784
1536,3,-12.8782,-16.6506,-668.101
1537,0,-12.9227,-16.2934,-669.295
1537,1,-12.9784,-15.9166,-670.346
1537,2,-13.0529,-15.5172,-671.252
1537,3,-13.1379,-15.1061,-672.027
1538,0,-13.2225,-14.7013,-672.684
1538,1,-13.3049,-14.3164,-673.234
1538,2,-13.3908,-13.9557,-673.707
1538,3,-13.484,-13.6166,-674.145
1539,0,-13.5785,-13.2955,-674.527
1539,1,-13.6583,-12.9885,-674.742
1539,2,-13.7156,-12.6935,-674.698
1539,3,-13.7638,-12.411,-674.422
1540,0,-13.825,-12.1414,-674.023
1540,1,-13.9068,-11.8814,-673.581
1540,2,-13.9997,-11.6263,-673.123
1540,3,-14.0885,-11.3753,-672.629
1541,0,-14.1626,-11.1342,-672.032
1541,1,-14.2205,-10.9127,-671.272
1541,2,-14.27,-10.7183,-670.357
1541,3,-14.3203,-10.5472,-669.322
1542,0,-14.3759,-10.3834,-668.184
1542,1,-14.4376,-10.2139,-666.929
1542,2,-14.5055,-10.0418,-665.536
1542,3,-14.5719,-9.87863,-664.013
1543,0,-14.6166,-9.72978,-662.405
1543,1,-14.6198,-9.5906,-660.745
1543,2,-14.5794,-9.45,-659.045
1543,3,-14.5113,-9.29818,-657.291
1544,0,-14.4377,-9.13546,-655.452
1544,1,-14.3781,-8.97236,-653.529
1544,2,-14.3422,-8.82061,-651.576
1544,3,-14.3232,-8.68667,-649.633
1545,0,-14.3035,-8.57019,-647.661
1545,1,-14.2702,-8.46389,-645.575
1545,2,-14.2238,-8.35642,-643.332
1545,3,-14.1733,-8.24009,-640.948
1546,0,-14.1262,-8.1166,-638.439
1546,1,-14.0819,-7.99124,-635.812
1546,2,-14.0299,-7.86237,-633.097
1546,3,-13.9599,-7.72248,-630.347
