Devices,,,,
1000,,,,
,,1412755 - Force,,
Frame,Sub Frame,Fx,Fy,Fz
,,N,N,N
474,1,17.9537,-46.6751,-524.539
474,2,17.94,-46.9135,-499.508
474,3,17.8283,-46.9329,-474.898
475,0,17.6123,-46.7637,-450.726
475,1,17.2667,-46.5119,-426.943
475,2,16.7608,-46.3606,-403.462
475,3,16.0867,-46.4806,-380.195
476,0,15.2664,-46.9046,-357.087
476,1,14.3354,-47.5151,-334.131
476,2,13.3434,-48.1424,-311.394
476,3,12.3496,-48.6598,-288.991
477,0,11.3981,-49.0128,-267.013
477,1,10.5207,-49.1941,-245.495
477,2,9.76293,-49.225,-224.485
477,3,9.18319,-49.1416,-204.06
478,0,8.83532,-48.937,-184.273
478,1,8.74589,-48.4963,-165.168
478,2,8.89566,-47.6157,-146.866
478,3,9.22663,-46.1193,-129.575
479,0,9.65681,-44.0031,-113.492
479,1,10.0921,-41.4842,-98.7277
479,2,10.452,-38.8708,-85.2673
479,3,10.6803,-36.348,-72.9493
480,0,10.7213,-33.8835,-61.5168
480,1,10.4972,-31.2817,-50.7523
480,2,9.90336,-28.2616,-40.5573
480,3,8.833,-24.5131,-30.9219
481,0,7.2479,-19.8249,-21.9363
481,1,5.27804,-14.3587,-13.9003
481,2,3.25818,-8.85259,-7.34367
481,3,1.58117,-4.29473,-2.73533
482,0,0.462584,-1.25529,-0.0937884
482,1,-0.124523,0.339559,1.02449
482,2,-0.334031,0.908329,1.2121
482,3,-0.33102,0.899753,0.964225
483,0,-0.240878,0.654572,0.602704
483,1,-0.138887,0.377326,0.291246
483,2,-0.0593843,0.161267,0.084147
483,3,-0.0105375,0.0285518,-0.0241498
484,0,0.0125055,-0.0340344,-0.0624781
484,1,0.0186824,-0.0507928,-0.0615598
484,2,0.0162212,-0.0440869,-0.0446476
484,3,0.0108465,-0.0294722,-0.025659
485,0,0.0057095,-0.0155097,-0.0109105
485,1,0.00205048,-0.00556669,-0.00187742
485,2,-1.43143E-05,4.27351E-05,0.00236471
485,3,-0.000864892,0.00235247,0.00348507
486,0,-0.000984596,0.00267649,0.00301275
486,1,-0.000769712,0.00209178,0.00200822
486,2,-0.000474082,0.00128807,0.00105322
486,3,-0.000224432,0.000609573,0.000375186
487,0,-6.08527E-05,0.000165103,-6.14521E-06
487,1,2.31796E-05,-0.000063161,-0.000162292
487,2,5.17276E-05,-0.000140656,-0.000183322
487,3,4.96493E-05,-0.00013495,-0.000142793
488,0,3.54557E-05,-9.63472E-05,-8.76736E-05
488,1,2.00605E-05,-5.44987E-05,-4.13199E-05
488,2,8.30256E-06,-2.25457E-05,-1.10418E-05
488,3,1.20735E-06,-3.2686E-06,4.45281E-06
489,0,-2.05293E-06,5.58619E-06,9.66873E-06
489,1,-2.85073E-06,7.75015E-06,9.23053E-06
489,2,-2.41529E-06,6.56427E-06,6.5703E-06
489,3,-1.58646E-06,4.31068E-06,3.70499E-06
490,0,-8.17438E-07,2.22048E-06,1.52432E-06
490,1,-2.79684E-07,7.59222E-07,2.12581E-07
490,2,1.79523E-08,-4.93485E-08,-3.87314E-07
490,3,1.36295E-07,-3.70687E-07,-5.31539E-07
491,0,1.48663E-07,-4.04109E-07,-4.48473E-07
491,1,1.13857E-07,-3.09414E-07,-2.9366E-07
491,2,6.88771E-08,-1.87134E-07,-1.50734E-07
491,3,3.1767E-08,-8.62781E-08,-5.111E-08
492,0,7.87938E-09,-2.13729E-08,3.84093E-09
492,1,-4.12149E-09,1.1225E-08,2.55484E-08
492,2,-7.98067E-09,2.16997E-08,2.767E-08
492,3,-7.43438E-09,2.02066E-08,2.1117E-08
493,0,-5.21178E-09,1.41622E-08,1.27343E-08
493,1,-2.89241E-09,7.85767E-09,5.84558E-09
493,2,-1.15587E-09,3.13859E-09,1.42515E-09
493,3,-1.26865E-10,3.42929E-10,-7.86779E-10
494,0,3.33014E-10,-9.0603E-10,-1.4908E-09
494,1,4.33882E-10,-1.17954E-09,-1.38176E-09
494,2,3.59101E-10,-9.75946E-10,-9.65566E-10
494,3,2.31718E-10,-6.29604E-10,-5.34033E-10
495,0,1.16777E-10,-3.17203E-10,-2.12046E-10
495,1,3.78528E-11,-1.02743E-10,-2.18592E-11
495,2,-4.97206E-12,1.35941E-11,6.27114E-11
495,3,-2.1358E-11,5.80842E-11,8.08658E-11
496,0,-2.24028E-11,6.08957E-11,6.66613E-11
496,1,-1.68188E-11,4.57053E-11,4.28812E-11
496,2,-9.9913E-12,2.7145E-11,2.15249E-11
496,3,-4.48284E-12,1.21748E-11,6.90693E-12
497,0,-9.99525E-13,2.71039E-12,-9.96968E-13
497,1,7.1032E-13,-1.93392E-12,-3.99991E-12
497,2,1.2271E-12,-3.3364E-12,-4.16835E-12
497,3,1.11141E-12,-3.02075E-12,-3.11862E-12
498,0,7.65059E-13,-2.07889E-12,-1.84672E-12
498,1,4.16277E-13,-1.13085E-12,-8.24451E-13
498,2,1.60156E-13,-4.34851E-13,-1.80021E-13
498,3,1.11609E-14,-3.00607E-14,1.34993E-13
499,0,-5.34915E-14,1.45517E-13,2.29095E-13
499,1,-6.58797E-14,1.79093E-13,2.0651E-13
499,2,-5.33137E-14,1.4489E-13,1.41705E-13
499,3,-3.37961E-14,9.18263E-14,7.68331E-14
500,0,-1.66436E-14,4.52077E-14,2.93546E-14
500,1,-5.07602E-15,1.37759E-14,1.82443E-15
500,2,1.07389E-15,-2.93038E-15,-1.00577E-14
500,3,3.33036E-15,-9.05656E-15,-1.22735E-14
501,0,3.36972E-15,-9.15943E-15,-9.89436E-15
501,1,2.48105E-15,-6.74219E-15,-6.25266E-15
501,2,1.44702E-15,-3.93127E-15,-3.06652E-15
501,3,6.30525E-16,-1.71234E-15,-9.24552E-16
502,0,1.23325E-16,-3.34274E-16,2.10101E-16
502,1,-1.19677E-16,3.25749E-16,6.23204E-16
502,2,-1.88093E-16,5.11389E-16,6.26784E-16
502,3,-1.6589E-16,4.50872E-16,4.5994E-16
503,0,-1.12152E-16,3.04746E-16,2.6738E-16
503,1,-5.97962E-17,1.62437E-16,1.15891E-16
503,2,-2.20723E-17,5.99257E-17,2.2081E-17
503,3,-5.34344E-19,1.4125E-18,-2.2668E-17
504,0,8.5217E-18,-2.31799E-17,-3.50979E-17
504,1,9.98061E-18,-2.71314E-17,-3.08157E-17
504,2,7.90397E-18,-2.14802E-17,-2.0768E-17
504,3,4.922E-18,-1.33731E-17,-1.10329E-17
505,0,2.36622E-18,-6.42696E-18,-4.04149E-18
505,1,6.73158E-19,-1.8266E-18,-6.30491E-20
505,2,-2.08219E-19,5.676E-19,1.60019E-18
505,3,-5.1702E-19,1.4059E-18,1.85871E-18
506,0,-5.05955E-19,1.37523E-18,1.46652E-18
506,1,-3.655E-19,9.93219E-19,9.10389E-19
506,2,-2.09222E-19,5.68405E-19,4.3577E-19
506,3,-8.83659E-20,2.39966E-19,1.22342E-19
507,0,-1.46237E-20,3.96126E-20,-4.02123E-20
507,1,1.98185E-20,-5.39332E-20,-9.66789E-20
507,2,2.87485E-20,-7.8159E-20,-9.40815E-20
507,3,2.47233E-20,-6.71938E-20,-6.77407E-20
508,0,1.64181E-20,-4.46111E-20,-3.86486E-20
508,1,8.57216E-21,-2.32858E-20,-1.62309E-20
508,2,3.02339E-21,-8.2077E-21,-2.5954E-21
508,3,-8.46735E-23,2.35915E-22,3.74405E-21
509,0,-1.34807E-21,3.66658E-21,5.36187E-21
509,1,-1.50884E-21,4.10153E-21,4.59138E-21
509,2,-1.17016E-21,3.18003E-21,3.03951E-21
509,3,-7.15762E-22,1.9447E-21,1.58106E-21
510,0,-3.35508E-22,9.11251E-22,5.52946E-22
510,1,-8.80539E-23,2.38884E-22,-2.09908E-23
510,2,3.79912E-23,-1.03499E-22,-2.52852E-22
510,3,7.99467E-23,-2.17384E-22,-2.80893E-22
511,0,7.58381E-23,-2.06131E-22,-2.17061E-22
511,1,5.37712E-23,-1.46117E-22,-1.32355E-22
511,2,3.01993E-23,-8.20422E-23,-6.1758E-23
511,3,1.2335E-23,-3.3495E-23,-1.59593E-23
512,0,1.62997E-24,-4.41064E-24,7.27841E-24
512,1,-3.23756E-24,8.80914E-24,1.49397E-23
512,2,-4.38231E-24,1.19138E-23,1.40978E-23
512,3,-3.67912E-24,9.99906E-24,9.96343E-24
513,0,-2.4001E-24,6.52142E-24,5.57687E-24
513,1,-1.22627E-24,3.33099E-24,2.26399E-24
513,2,-4.11213E-25,1.11622E-24,2.85093E-25
513,3,3.64957E-26,-1.0003E-25,-6.10349E-25
514,0,2.11959E-25,-5.76459E-25,-8.16976E-25
514,1,2.27644E-25,-6.18797E-25,-6.83077E-25
514,2,1.73E-25,-4.70136E-25,-4.44225E-25
514,3,1.03928E-25,-2.82362E-25,-2.26088E-25
515,0,4.74351E-26,-1.2883E-25,-7.51046E-26
515,1,1.13192E-26,-3.07001E-26,7.54288E-27
515,2,-6.66566E-27,1.81515E-26,3.97172E-26
515,3,-1.23178E-26,3.34919E-26,4.23649E-26
516,0,-1.13487E-26,3.08455E-26,3.20833E-26
516,1,-7.89991E-27,2.14666E-26,1.92125E-26
516,2,-4.35124E-27,1.18207E-26,8.72693E-27
516,3,-1.71423E-27,4.65459E-27,2.04425E-27
517,0,-1.6266E-28,4.39188E-28,-1.27011E-27
517,1,5.23067E-28,-1.42314E-27,-2.30056E-27
517,2,6.66349E-28,-1.81161E-27,-2.10919E-27
517,3,5.4669E-28,-1.48583E-27,-1.46358E-27
518,0,3.50371E-28,-9.51914E-28,-8.0331E-28
518,1,1.75071E-28,-4.75152E-28,-3.14148E-28
518,2,5.55723E-29,-1.4994E-28,-2.694E-29
518,3,-8.71921E-30,2.53427E-29,9.98201E-29
519,0,-3.28934E-29,9.15152E-29,1.26314E-28
519,1,-3.40168E-29,9.44886E-29,1.04064E-28
519,2,-2.54319E-29,6.97311E-29,6.68248E-29
519,3,-1.53982E-29,3.86593E-29,3.15208E-29
520,0,-7.86905E-30,1.10867E-29,3.26045E-30
520,1,-3.89599E-30,-1.0216E-29,-1.89552E-29
520,2,-2.84902E-30,-2.49567E-29,-3.72201E-29
520,3,-3.16414E-30,-3.16347E-29,-5.06687E-29
521,0,-2.66215E-30,-2.51023E-29,-5.23684E-29
521,1,1.31646E-30,4.15064E-30,-2.75792E-29
521,2,1.15922E-29,6.80294E-29,4.52576E-29
521,3,3.02073E-29,1.74698E-28,1.8832E-28
522,0,5.64571E-29,3.16736E-28,4.0978E-28
522,1,8.37066E-29,4.53191E-28,6.78153E-28
522,2,9.53939E-29,4.88396E-28,8.86448E-28
522,3,6.17243E-29,2.56518E-28,8.14716E-28
523,0,-5.97705E-29,-4.70119E-28,1.12911E-28
523,1,-3.14663E-28,-1.92079E-27,-1.6561E-27
523,2,-7.26484E-28,-4.17972E-27,-4.85613E-27
523,3,-1.25025E-27,-6.92596E-27,-9.43764E-27
524,0,-1.70459E-27,-9.06759E-27,-1.43844E-26
524,1,-1.6963E-27,-8.35828E-27,-1.70033E-26
524,2,-5.75391E-28,-1.21975E-27,-1.22973E-26
524,3,2.50682E-27,1.68227E-26,7.05602E-27
525,0,8.32836E-27,4.95063E-26,4.92457E-26
525,1,1.69917E-26,9.63602E-26,1.19241E-25
525,2,2.69E-26,1.4705E-25,2.11005E-25
525,3,3.33866E-26,1.74114E-25,2.95823E-25
526,0,2.73946E-26,1.26518E-25,3.08806E-25
526,1,-4.86438E-27,-7.06102E-26,1.39771E-25
526,2,-7.96641E-26,-5.01164E-25,-3.59428E-25
526,3,-2.08724E-25,-1.21639E-24,-1.33252E-24
527,0,-3.85149E-25,-2.15537E-24,-2.81931E-24
527,1,-5.61539E-25,-3.0257E-24,-4.58256E-24
527,2,-6.23372E-25,-3.1653E-24,-5.8696E-24
527,3,-3.68237E-25,-1.44841E-24,-5.17057E-24
528,0,4.87303E-25,3.64062E-24,-1.2565E-25
528,1,2.23854E-24,1.3576E-23,1.21474E-23
528,2,5.01778E-24,2.87751E-23,3.39228E-23
528,3,8.47759E-24,4.68305E-23,6.45297E-23
529,0,1.13367E-23,6.00705E-23,9.6615E-23
529,1,1.08886E-23,5.30814E-23,1.1145E-22
529,2,2.73925E-24,1.74239E-24,7.49713E-23
529,3,-1.87322E-23,-1.23454E-22,-6.18389E-23
530,0,-5.8463E-23,-3.45882E-22,-3.52321E-22
530,1,-1.16534E-22,-6.58927E-22,-8.25645E-22
530,2,-1.8124E-22,-9.87794E-22,-1.43364E-21
530,3,-2.19984E-22,-1.14147E-21,-1.97251E-21
531,0,-1.70847E-22,-7.72032E-22,-1.9946E-21
531,1,5.87756E-23,6.21779E-22,-7.53514E-22
531,2,5.75535E-22,3.58652E-21,2.73471E-21
531,3,1.45082E-21,8.42349E-21,9.38952E-21
532,0,2.62445E-21,1.46457E-20,1.93778E-20
532,1,3.75742E-21,2.01775E-20,3.09395E-20
532,2,4.05681E-21,2.04505E-20,3.88E-20
532,3,2.14752E-21,7.83815E-21,3.2615E-20
533,0,-3.86018E-21,-2.77275E-20,-3.49841E-21
533,1,-1.58731E-20,-9.56804E-20,-8.84993E-20
533,2,-3.46021E-20,-1.97799E-19,-2.36477E-19
533,3,-5.74059E-20,-3.1621E-19,-4.40608E-19
534,0,-7.52579E-20,-3.97144E-19,-6.4796E-19
534,1,-6.95574E-20,-3.34988E-19,-7.28528E-19
534,2,-1.06398E-20,3.26225E-20,-4.50423E-19
534,3,1.38645E-19,8.99814E-19,5.13961E-19
535,0,4.09427E-19,2.41149E-18,2.51093E-18
535,1,7.98083E-19,4.49958E-18,5.70723E-18
535,2,1.21936E-18,6.62546E-18,9.72746E-18
535,3,1.44607E-18,7.46301E-18,1.31297E-17
536,0,1.05545E-18,4.64362E-18,1.28306E-17
536,1,-5.73494E-19,-5.18332E-18,3.78079E-18
536,2,-4.13779E-18,-2.55671E-17,-2.05425E-17
536,3,-1.00659E-17,-5.82337E-17,-6.59902E-17
537,0,-1.7859E-17,-9.93826E-17,-1.32992E-16
537,1,-2.51015E-17,-1.34325E-16,-2.08598E-16
537,2,-2.63132E-17,-1.3159E-16,-2.55929E-16
537,3,-1.21645E-17,-3.95822E-17,-2.04214E-16
538,0,2.99219E-17,2.08452E-16,5.32912E-17
538,1,1.12208E-16,6.72567E-16,6.40991E-16
538,2,2.3824E-16,1.35766E-15,1.64523E-15
538,3,3.88191E-16,2.13214E-15,3.00432E-15
539,0,4.98632E-16,2.62001E-15,4.33893E-15
539,1,4.41916E-16,2.09864E-15,4.74824E-15
539,2,1.80598E-17,-5.2327E-16,2.65581E-15
539,3,-1.01795E-15,-6.51977E-15,-4.12431E-15
540,0,-2.86092E-15,-1.67796E-14,-1.78325E-14
540,1,-5.45793E-15,-3.06837E-14,-3.93864E-14
540,2,-8.19172E-15,-4.43709E-14,-6.59123E-14
540,3,-9.48185E-15,-4.86511E-14,-8.72383E-14
541,0,-6.44598E-15,-2.74208E-14,-8.2158E-14
541,1,5.07385E-15,4.16801E-14,-1.65614E-14
541,2,2.96197E-14,1.81619E-13,1.52707E-13
541,3,6.97142E-14,4.01925E-13,4.62654E-13
542,0,1.21363E-13,6.73472E-13,9.11414E-13
542,1,1.67413E-13,8.92614E-13,1.40439E-12
542,2,1.70049E-13,8.42897E-13,1.68427E-12
542,3,6.60598E-14,1.75722E-13,1.26757E-12
543,0,-2.28112E-13,-1.55061E-12,-5.62062E-13
543,1,-7.90962E-13,-4.71612E-12,-4.61877E-12
543,2,-1.63782E-12,-9.30517E-12,-1.14246E-11
543,3,-2.6214E-12,-1.43561E-11,-2.04572E-11
544,0,-3.29706E-12,-1.72452E-11,-2.90088E-11
544,1,-2.79011E-12,-1.30351E-11,-3.08482E-11
544,2,2.4573E-13,5.59868E-12,-1.52731E-11
544,3,7.42264E-12,4.69953E-11,3.22776E-11
545,0,1.99491E-11,1.16535E-10,1.2624E-10
545,1,3.72737E-11,2.08954E-10,2.71382E-10
545,2,5.49501E-11,2.96684E-10,4.46006E-10
545,3,6.20048E-11,3.16149E-10,5.78549E-10
546,0,3.88129E-11,1.5801E-10,5.23381E-10
546,1,-4.24217E-11,-3.26692E-10,5.03952E-11
546,2,-2.11201E-10,-1.286E-09,-1.12532E-09
546,3,-4.82006E-10,-2.76966E-09,-3.23624E-09
547,0,-8.23614E-10,-4.55759E-09,-6.23717E-09
547,1,-1.11463E-09,-5.92046E-09,-9.44137E-09
547,2,-1.09451E-09,-5.37166E-09,-1.10573E-08
547,3,-3.35568E-10,-5.59311E-10,-7.78623E-09
548,0,1.71626E-09,1.14332E-08,5.1717E-09
548,1,5.56086E-09,3.29941E-08,3.31294E-08
548,2,1.12428E-08,6.36853E-08,7.91911E-08
548,3,1.76772E-08,9.65226E-08,1.39109E-07
549,0,2.17543E-08,1.13235E-07,1.93627E-07
549,1,1.74888E-08,8.01337E-08,1.99714E-07
549,2,-4.16925E-09,-5.1864E-08,8.48097E-08
549,3,-5.3802E-08,-3.37189E-07,-2.47906E-07
550,0,-1.38827E-07,-8.07873E-07,-8.91057E-07
550,1,-2.54202E-07,-1.42102E-06,-1.86701E-06
550,2,-3.68041E-07,-1.98053E-06,-3.01381E-06
550,3,-4.0429E-07,-2.0473E-06,-3.82925E-06
551,0,-2.2951E-07,-8.79971E-07,-3.3147E-06
551,1,3.41811E-07,2.51207E-06,7.99619E-08
551,2,1.50063E-06,9.07894E-06,8.23157E-06
551,3,3.32713E-06,1.90563E-05,2.25885E-05
552,0,5.58177E-06,3.08001E-05,4.26237E-05
552,1,7.40783E-06,3.91914E-05,6.33783E-05
552,2,7.01307E-06,3.40349E-05,7.24021E-05
552,3,1.50771E-06,-5.1444E-07,4.72209E-05
553,0,-0.000012775,-8.36722E-05,-4.42775E-05
553,1,-3.89996E-05,-0.000230328,-0.000236656
553,2,-7.70635E-05,-0.000435256,-0.00054797
553,3,-0.000119035,-0.000648008,-0.000944663
554,0,-0.000143212,-0.000741592,-0.00129023
554,1,-0.000108694,-0.000486465,-0.00128799
554,2,4.52635E-05,0.000445784,-0.000446687
554,3,0.000387939,0.00240934,0.0018763
555,0,0.000964279,0.00559082,0.00627232
555,1,0.00173125,0.00965079,0.012825
555,2,0.00246115,0.0131988,0.020337
555,3,0.00262777,0.0132072,0.0252919
556,0,0.00132502,0.004656,0.0208518
556,1,-0.0026831,-0.0190304,-0.00341071
556,2,-0.0106278,-0.0639202,-0.0598298
556,3,-0.0229296,-0.130917,-0.157343
557,0,-0.037777,-0.207858,-0.290879
557,1,-0.0491403,-0.258895,-0.424804
557,2,-0.0447094,-0.214212,-0.472754
557,3,-0.00498591,0.0327898,-0.281819
558,0,0.0942454,0.608412,0.362491
558,1,0.272883,1.6046,1.68427
558,2,0.527479,2.97063,3.7854
558,3,0.800407,4.34385,6.40631
559,0,0.940509,4.84326,8.58235
559,1,0.668701,2.90692,8.27112
559,2,-0.422128,-3.65896,2.15116
559,3,-2.78426,-17.1514,-14.0344
560,0,-6.68562,-38.6261,-44.04
560,1,-11.7747,-65.4538,-87.9701
560,2,-16.5847,-89.5988,-138.516
560,3,-18.8072,-101.04,-181.669
561,0,-16.7934,-95.6515,-205.003
561,1,-10.4433,-79.4255,-206.967
561,2,0.0605629,-64.4421,-198.6
561,3,15.722,-60.4158,-197.205
562,0,37.7074,-68.6209,-216.669
562,1,64.1485,-81.943,-259.758
562,2,88.9559,-89.8748,-317.759
562,3,106.047,-85.0689,-378.136
563,0,114.699,-67.6633,-433.692
563,1,119.126,-44.6912,-487.185
563,2,123.401,-25.6911,-550.304
563,3,127.787,-18.4649,-638.144
564,0,128.811,-27.2108,-761.962
564,1,122.015,-52.1238,-925.139
564,2,105.48,-89.9538,-1124.33
564,3,81.3324,-136.53,-1352.33
565,0,54.2286,-190.308,-1599.31
565,1,28.8366,-253.465,-1852.82
565,2,8.00959,-328.94,-2098.46
565,3,-7.58719,-416.13,-2322.32
566,0,-18.4606,-509.332,-2514.28
566,1,-25.3815,-600.004,-2670.07
566,2,-29.0355,-680.107,-2791.04
566,3,-29.7046,-743.761,-2882.05
567,0,-27.538,-787.36,-2949.26
567,1,-23.2773,-809.617,-2998.62
567,2,-18.2527,-811.717,-3035.19
567,3,-13.7301,-796.899,-3062.94
568,0,-10.4756,-769.322,-3084.32
568,1,-8.71341,-732.744,-3099.86
568,2,-8.29456,-689.61,-3108.42
568,3,-8.92269,-640.879,-3108.01
569,0,-10.3035,-586.554,-3096.9
569,1,-12.1767,-526.504,-3074.39
569,2,-14.2697,-461.103,-3040.93
569,3,-16.2984,-391.474,-2997.85
570,0,-18.038,-319.401,-2946.86
570,1,-19.3407,-247.024,-2889.69
570,2,-20.1248,-176.445,-2828.02
570,3,-20.4027,-109.411,-2763.64
571,0,-20.2695,-47.1278,-2698.49
571,1,-19.841,9.78378,-2634.48
571,2,-19.2003,61.2223,-2573.24
571,3,-18.3845,107.448,-2515.95
572,0,-17.4097,148.912,-2463.25
572,1,-16.3028,186.113,-2415.22
572,2,-15.1203,219.468,-2371.7
572,3,-13.9652,249.223,-2332.44
573,0,-12.9754,275.452,-2297.41
573,1,-12.2829,298.12,-2266.84
573,2,-11.9817,317.182,-2241.15
573,3,-12.1027,332.671,-2220.81
574,0,-12.5992,344.748,-2206.14
574,1,-13.3729,353.691,-2197.19
574,2,-14.3212,359.847,-2193.84
574,3,-15.3606,363.563,-2195.91
575,0,-16.4298,365.094,-2203.2
575,1,-17.5046,364.569,-2215.44
575,2,-18.6117,362.024,-2232.25
575,3,-19.8107,357.45,-2253.05
576,0,-21.1648,350.835,-2277.15
576,1,-22.7206,342.215,-2303.86
576,2,-24.4885,331.719,-2332.51
576,3,-26.4394,319.563,-2362.56
577,0,-28.53,306.033,-2393.62
577,1,-30.7357,291.44,-2425.45
577,2,-33.0754,276.063,-2457.85
577,3,-35.6146,260.128,-2490.56
578,0,-38.4362,243.801,-2523.17
578,1,-41.6,227.211,-2555.02
578,2,-45.1238,210.467,-2585.27
578,3,-48.9757,193.691,-2613.03
579,0,-53.0706,177.062,-2637.59
579,1,-57.2816,160.844,-2658.49
579,2,-61.4592,145.404,-2675.57
579,3,-65.4403,131.182,-2688.75
580,0,-69.0565,118.636,-2698.03
580,1,-72.1527,108.187,-2703.35
580,2,-74.6039,100.162,-2704.71
580,3,-76.316,94.7512,-2702.15
581,0,-77.2238,91.973,-2695.83
581,1,-77.2936,91.6895,-2686.02
581,2,-76.5245,93.6302,-2673.03
581,3,-74.9478,97.4271,-2657.2
582,0,-72.6257,102.651,-2638.89
582,1,-69.6527,108.842,-2618.42
582,2,-66.1624,115.541,-2596.07
582,3,-62.3239,122.305,-2572.1
583,0,-58.3166,128.713,-2546.78
583,1,-54.3055,134.384,-2520.36
583,2,-50.4329,139.017,-2493.05
583,3,-46.8073,142.426,-2464.95
584,0,-43.4813,144.571,-2436.12
584,1,-40.4531,145.563,-2406.53
584,2,-37.7027,145.648,-2376.17
584,3,-35.2254,145.151,-2345.06
585,0,-33.0332,144.404,-2313.22
585,1,-31.1272,143.681,-2280.59
585,2,-29.4691,143.155,-2247.06
585,3,-27.9726,142.9,-2212.43
586,0,-26.5247,142.911,-2176.47
586,1,-25.02,143.13,-2138.99
586,2,-23.3767,143.469,-2099.88
586,3,-21.5377,143.834,-2059.18
587,0,-19.4744,144.162,-2016.99
587,1,-17.1818,144.427,-1973.55
587,2,-14.6742,144.607,-1929.14
587,3,-12.0023,144.65,-1884.1
588,0,-9.26133,144.472,-1838.86
588,1,-6.55528,143.964,-1793.94
588,2,-3.93322,143.035,-1749.85
588,3,-1.36204,141.616,-1706.9
589,0,1.21242,139.645,-1665.19
589,1,3.78253,137.085,-1624.71
589,2,6.28135,133.948,-1585.48
589,3,8.65151,130.235,-1547.45
590,0,10.9046,125.888,-1510.43
590,1,13.1012,120.849,-1474.19
590,2,15.249,115.164,-1438.35
590,3,17.275,108.986,-1402.57
591,0,19.087,102.509,-1366.74
591,1,20.5775,95.9303,-1331.08
591,2,21.657,89.4416,-1295.93
591,3,22.3269,83.204,-1261.41
592,0,22.646,77.3118,-1227.41
592,1,22.7052,71.7874,-1193.84
592,2,22.6456,66.5882,-1160.74
592,3,22.5757,61.6212,-1128.2
593,0,22.5153,56.7922,-1096.3
593,1,22.4585,52.0777,-1065
593,2,22.4028,47.5229,-1034.24
593,3,22.3453,43.1511,-1004.03
594,0,22.3059,38.9144,-974.416
594,1,22.3342,34.7448,-945.394
594,2,22.483,30.6104,-916.924
594,3,22.7719,26.5238,-888.972
595,0,23.1711,22.525,-861.535
595,1,23.623,18.6545,-834.606
595,2,24.0642,14.9287,-808.169
595,3,24.4331,11.3533,-782.198
596,0,24.678,7.94542,-756.65
596,1,24.7714,4.71302,-731.477
596,2,24.7195,1.6232,-706.644
596,3,24.5531,-1.38251,-682.119
597,0,24.2974,-4.3509,-657.844
597,1,23.967,-7.29449,-633.76
597,2,23.5833,-10.1906,-609.846
597,3,23.1691,-13.0093,-586.078
598,0,22.7324,-15.7414,-562.336
598,1,22.2654,-18.3894,-538.441
598,2,21.7431,-20.9508,-514.314
598,3,21.1326,-23.4208,-490.035
599,0,20.426,-25.8027,-465.759
599,1,19.6573,-28.1475,-441.627
599,2,18.8751,-30.601,-417.695
599,3,18.0806,-33.3486,-393.886
600,0,17.2019,-36.4621,-370.051
600,1,16.1647,-39.8241,-346.093
600,2,14.9731,-43.2133,-322.022
600,3,13.7077,-46.4249,-297.97
601,0,12.4887,-49.3079,-274.161
601,1,11.4403,-51.7505,-250.821
601,2,10.6495,-53.6434,-228.107
601,3,10.1464,-54.8376,-206.087
602,0,9.92632,-55.1861,-184.814
602,1,9.96505,-54.6575,-164.4
602,2,10.2033,-53.3596,-145.001
602,3,10.5364,-51.4622,-126.769
603,0,10.8489,-49.1456,-109.813
603,1,11.051,-46.5617,-94.1307
603,2,11.088,-43.7791,-79.6107
603,3,10.9317,-40.7742,-66.1249
604,0,10.5395,-37.4308,-53.6038
604,1,9.81182,-33.5019,-42.0203
604,2,8.6246,-28.659,-31.3648
604,3,6.93945,-22.7341,-21.7086
605,0,4.92052,-16.0658,-13.3376
605,1,2.93269,-9.60829,-6.73588
605,2,1.34738,-4.45078,-2.26037
605,3,0.329528,-1.1213,0.198654
606,0,-0.180164,0.557595,1.16286
606,1,-0.342693,1.10259,1.24957
606,2,-0.317917,1.032,0.949869
606,3,-0.222286,0.725644,0.57076
607,0,-0.123018,0.403997,0.260602
607,1,-0.0489029,0.162402,0.0622711
607,2,-0.00510058,0.0188147,-0.0365227
607,3,0.0143949,-0.0456553,-0.0675958
608,0,0.0185964,-0.0600724,-0.0623009
608,1,0.0153409,-0.0499056,-0.0433786
608,2,0.00987384,-0.0322961,-0.023899
608,3,0.00495989,-0.0163359,-0.00941997
609,0,0.00159447,-0.00534443,-0.0008987
609,1,-0.000226367,0.000639197,0.0028688
609,2,-0.000919047,0.0029436,0.00365739
609,3,-0.000958868,0.00310666,0.0030015
610,0,-0.000717837,0.00233982,0.00192402
610,1,-0.000425319,0.00139413,0.000961451
610,2,-0.000190052,0.0006284,0.000304931
610,3,-4.16574E-05,0.000142775,-4.86316E-05
611,0,3.09363E-05,-9.65223E-05,-0.000181878
611,1,0.000052668,-0.000169623,-0.000188172
611,2,4.75164E-05,-0.00015432,-0.000140242
611,3,3.26239E-05,-0.000106544,-8.27455E-05
612,0,0.0000177,-5.81611E-05,-3.67315E-05
612,1,6.77099E-06,-2.25205E-05,-7.82623E-06
612,2,4.30112E-07,-1.72426E-06,6.23672E-06
612,3,-2.30929E-06,7.34442E-06,1.03812E-05
613,0,-2.8227E-06,9.12472E-06,9.30824E-06
613,1,-2.2771E-06,7.41093E-06,6.36449E-06
613,2,-1.43981E-06,4.71151E-06,3.43713E-06
613,3,-7.0666E-07,2.32918E-06,1.30272E-06
